file;mode;element;strategy;outcome;line
AC0800_L_element_validation.log;validation;circle;center_diagonal_update;adjustable_step;circle: Parameter nach Mittelpunkt/Diagonale angepasst
AC0800_L_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0800_L_element_validation.log;validation;circle;radius_bracketing;success;"circle: Radius-Bracketing r 13.701->13.500 (best_err=4040.000); Kandidaten=10.500->22179.000, 13.500->4040.000, 14.000->8560.000, 14.500->16999.000"
AC0800_L_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=15.000, cy=15.000, r=13.500, best_err=4040.000)
AC0800_L_element_validation.log;validation;circle;color_bracketing;fixed_rule;circle: Farb-Bracketing übersprungen (Farben gesperrt)
AC0800_M_element_validation.log;validation;circle;center_diagonal_update;adjustable_step;circle: Parameter nach Mittelpunkt/Diagonale angepasst
AC0800_M_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0800_M_element_validation.log;validation;circle;radius_bracketing;success;"circle: Radius-Bracketing r 8.728->9.000 (best_err=519.000); Kandidaten=8.000->9116.000, 8.500->4876.000, 9.000->519.000, 9.500->5425.000"
AC0800_M_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=10.000, cy=10.000, r=9.000, best_err=519.000)
AC0800_M_element_validation.log;validation;circle;color_bracketing;fixed_rule;circle: Farb-Bracketing übersprungen (Farben gesperrt)
AC0800_S_element_validation.log;validation;circle;center_diagonal_update;adjustable_step;circle: Parameter nach Mittelpunkt/Diagonale angepasst
AC0800_S_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0800_S_element_validation.log;validation;circle;radius_bracketing;success;"circle: Radius-Bracketing r 6.077->6.500 (best_err=2009.000); Kandidaten=5.500->7079.000, 6.000->5165.000, 6.500->2009.000, 7.000->2181.000"
AC0800_S_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=7.500, cy=7.500, r=6.500, best_err=2009.000)
AC0800_S_element_validation.log;validation;circle;center_diagonal_update;failed;circle: Mittelpunkt/Diagonale-Update verworfen (Fehler 49.369->56.487)
AC0800_S_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0800_S_element_validation.log;validation;circle;radius_bracketing;failed;"circle: Radius-Bracketing keine relevante Änderung (r: 6.500, best_err=2009.000); Kandidaten=6.000->5165.000, 6.500->2009.000, 7.000->2181.000"
AC0800_S_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=7.500, cy=7.500, r=6.500, best_err=2009.000)
AC0800_S_element_validation.log;validation;circle;color_bracketing;fixed_rule;circle: Farb-Bracketing übersprungen (Farben gesperrt)
AC0811_L_element_validation.log;validation;circle;center_diagonal_update;adjustable_step;circle: Parameter nach Mittelpunkt/Diagonale angepasst
AC0811_L_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0811_L_element_validation.log;validation;circle;radius_bracketing;success;"circle: Radius-Bracketing r 11.008->10.500 (best_err=13645.000); Kandidaten=10.500->13645.000, 11.000->13651.000, 12.000->14594.000"
AC0811_L_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=12.500, cy=12.500, r=10.500, best_err=12412.000)
AC0811_L_element_validation.log;validation;stem;geometry_sync;adjustable_step;stem: Geometrie nach Elementabgleich aktualisiert
AC0811_L_element_validation.log;validation;stem;width_bracketing;fixed_rule;stem: Breiten-Bracketing übersprungen (stem_width: current=2.000, Range=1.000..1.000)
AC0811_L_element_validation.log;validation;stem;length_bracketing;failed;"stem: Längen-Bracketing keine relevante Änderung (stem_len: 22.000); Kandidaten=14.500->53.016, 22.000->46.476, 29.500->66.283, 37.500->85.671, 45.000->101.351"
AC0811_L_element_validation.log;validation;circle;center_diagonal_update;adjustable_step;circle: Parameter nach Mittelpunkt/Diagonale angepasst
AC0811_L_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0811_L_element_validation.log;validation;circle;radius_bracketing;success;"circle: Radius-Bracketing r 10.406->10.500 (best_err=12214.000); Kandidaten=10.500->12214.000, 12.000->13163.000"
AC0811_L_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=12.500, cy=12.500, r=10.500, best_err=12412.000)
AC0811_L_element_validation.log;validation;stem;center_diagonal_update;failed;"stem: Mittelpunkt/Diagonale-Update verworfen (Fehler 46.476->49.157; Box-Check verworfen (w_ratio=0.375, h_ratio=1.105, area_ratio=0.414))"
AC0811_L_element_validation.log;validation;stem;geometry_sync;adjustable_step;stem: Geometrie nach Elementabgleich aktualisiert
AC0811_L_element_validation.log;validation;stem;width_bracketing;fixed_rule;stem: Breiten-Bracketing übersprungen (stem_width: current=2.000, Range=1.000..1.000)
AC0811_L_element_validation.log;validation;stem;length_bracketing;failed;"stem: Längen-Bracketing keine relevante Änderung (stem_len: 22.000); Kandidaten=14.500->53.016, 22.000->46.476, 29.500->66.283, 37.500->85.671, 45.000->101.351"
AC0811_L_element_validation.log;validation;circle;center_diagonal_update;adjustable_step;circle: Parameter nach Mittelpunkt/Diagonale angepasst
AC0811_L_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0811_L_element_validation.log;validation;circle;radius_bracketing;success;"circle: Radius-Bracketing r 10.406->10.500 (best_err=12214.000); Kandidaten=10.500->12214.000, 12.000->13163.000"
AC0811_L_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=12.500, cy=12.500, r=10.500, best_err=12412.000)
AC0811_L_element_validation.log;validation;stem;center_diagonal_update;failed;"stem: Mittelpunkt/Diagonale-Update verworfen (Fehler 46.476->49.157; Box-Check verworfen (w_ratio=0.375, h_ratio=1.105, area_ratio=0.414))"
AC0811_L_element_validation.log;validation;stem;geometry_sync;adjustable_step;stem: Geometrie nach Elementabgleich aktualisiert
AC0811_L_element_validation.log;validation;stem;width_bracketing;fixed_rule;stem: Breiten-Bracketing übersprungen (stem_width: current=2.000, Range=1.000..1.000)
AC0811_L_element_validation.log;validation;stem;length_bracketing;failed;"stem: Längen-Bracketing keine relevante Änderung (stem_len: 22.000); Kandidaten=14.500->53.016, 22.000->46.476, 29.500->66.283, 37.500->85.671, 45.000->101.351"
AC0811_L_element_validation.log;validation;circle;center_diagonal_update;adjustable_step;circle: Parameter nach Mittelpunkt/Diagonale angepasst
AC0811_L_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0811_L_element_validation.log;validation;circle;radius_bracketing;success;"circle: Radius-Bracketing r 10.406->10.500 (best_err=12214.000); Kandidaten=10.500->12214.000, 12.000->13163.000"
AC0811_L_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=12.500, cy=12.500, r=10.500, best_err=12412.000)
AC0811_L_element_validation.log;validation;stem;center_diagonal_update;failed;"stem: Mittelpunkt/Diagonale-Update verworfen (Fehler 46.476->49.157; Box-Check verworfen (w_ratio=0.375, h_ratio=1.105, area_ratio=0.414))"
AC0811_L_element_validation.log;validation;stem;geometry_sync;adjustable_step;stem: Geometrie nach Elementabgleich aktualisiert
AC0811_L_element_validation.log;validation;stem;width_bracketing;fixed_rule;stem: Breiten-Bracketing übersprungen (stem_width: current=2.000, Range=1.000..1.000)
AC0811_L_element_validation.log;validation;stem;length_bracketing;failed;"stem: Längen-Bracketing keine relevante Änderung (stem_len: 22.000); Kandidaten=14.500->53.016, 22.000->46.476, 29.500->66.283, 37.500->85.671, 45.000->101.351"
AC0811_L_element_validation.log;validation;circle;center_diagonal_update;adjustable_step;circle: Parameter nach Mittelpunkt/Diagonale angepasst
AC0811_L_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0811_L_element_validation.log;validation;circle;radius_bracketing;success;"circle: Radius-Bracketing r 10.406->10.500 (best_err=12214.000); Kandidaten=10.500->12214.000, 12.000->13163.000"
AC0811_L_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=12.500, cy=12.500, r=10.500, best_err=12412.000)
AC0811_L_element_validation.log;validation;stem;center_diagonal_update;failed;"stem: Mittelpunkt/Diagonale-Update verworfen (Fehler 46.476->49.157; Box-Check verworfen (w_ratio=0.375, h_ratio=1.105, area_ratio=0.414))"
AC0811_L_element_validation.log;validation;stem;geometry_sync;adjustable_step;stem: Geometrie nach Elementabgleich aktualisiert
AC0811_L_element_validation.log;validation;stem;width_bracketing;fixed_rule;stem: Breiten-Bracketing übersprungen (stem_width: current=2.000, Range=1.000..1.000)
AC0811_L_element_validation.log;validation;stem;length_bracketing;failed;"stem: Längen-Bracketing keine relevante Änderung (stem_len: 22.000); Kandidaten=14.500->53.016, 22.000->46.476, 29.500->66.283, 37.500->85.671, 45.000->101.351"
AC0811_L_element_validation.log;validation;circle;center_diagonal_update;adjustable_step;circle: Parameter nach Mittelpunkt/Diagonale angepasst
AC0811_L_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0811_L_element_validation.log;validation;circle;radius_bracketing;success;"circle: Radius-Bracketing r 10.406->10.500 (best_err=12214.000); Kandidaten=10.500->12214.000, 12.000->13163.000"
AC0811_L_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=12.500, cy=12.500, r=10.500, best_err=12412.000)
AC0811_L_element_validation.log;validation;stem;center_diagonal_update;failed;"stem: Mittelpunkt/Diagonale-Update verworfen (Fehler 46.476->49.157; Box-Check verworfen (w_ratio=0.375, h_ratio=1.105, area_ratio=0.414))"
AC0811_L_element_validation.log;validation;stem;geometry_sync;adjustable_step;stem: Geometrie nach Elementabgleich aktualisiert
AC0811_L_element_validation.log;validation;stem;width_bracketing;fixed_rule;stem: Breiten-Bracketing übersprungen (stem_width: current=2.000, Range=1.000..1.000)
AC0811_L_element_validation.log;validation;stem;length_bracketing;failed;"stem: Längen-Bracketing keine relevante Änderung (stem_len: 22.000); Kandidaten=14.500->53.016, 22.000->46.476, 29.500->66.283, 37.500->85.671, 45.000->101.351"
AC0811_L_element_validation.log;validation;circle;color_bracketing;fixed_rule;circle: Farb-Bracketing übersprungen (Farben gesperrt)
AC0811_L_element_validation.log;validation;stem;color_bracketing;fixed_rule;stem: Farb-Bracketing übersprungen (Farben gesperrt)
AC0811_M_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0811_M_element_validation.log;validation;circle;radius_bracketing;success;"circle: Radius-Bracketing r 8.833->8.000 (best_err=8480.000); Kandidaten=8.000->8480.000, 8.500->9096.000, 9.000->10362.000, 9.500->9868.000"
AC0811_M_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=10.000, cy=10.000, r=8.000, best_err=7628.000)
AC0811_M_element_validation.log;validation;stem;center_diagonal_update;failed;"stem: Mittelpunkt/Diagonale-Update verworfen (Fehler 84.025->89.207; Box-Check verworfen (w_ratio=0.333, h_ratio=1.067, area_ratio=0.356))"
AC0811_M_element_validation.log;validation;stem;geometry_sync;adjustable_step;stem: Geometrie nach Elementabgleich aktualisiert
AC0811_M_element_validation.log;validation;stem;width_bracketing;fixed_rule;stem: Breiten-Bracketing übersprungen (stem_width: current=2.000, Range=1.000..1.000)
AC0811_M_element_validation.log;validation;stem;length_bracketing;failed;"stem: Längen-Bracketing keine relevante Änderung (stem_len: 17.000); Kandidaten=11.000->65.639, 17.000->46.056, 23.000->70.955, 29.000->95.476, 35.000->119.717"
AC0811_M_element_validation.log;validation;circle;center_diagonal_update;failed;circle: Mittelpunkt/Diagonale-Update verworfen (Fehler 161.070->173.151)
AC0811_M_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0811_M_element_validation.log;validation;circle;radius_bracketing;failed;"circle: Radius-Bracketing keine relevante Änderung (r: 8.000, best_err=7628.000); Kandidaten=8.000->7628.000, 9.500->9018.000"
AC0811_M_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=10.000, cy=10.000, r=8.000, best_err=7628.000)
AC0811_M_element_validation.log;validation;stem;center_diagonal_update;failed;"stem: Mittelpunkt/Diagonale-Update verworfen (Fehler 46.056->52.789; Box-Check verworfen (w_ratio=0.286, h_ratio=1.000, area_ratio=0.286))"
AC0811_M_element_validation.log;validation;stem;geometry_sync;adjustable_step;stem: Geometrie nach Elementabgleich aktualisiert
AC0811_M_element_validation.log;validation;stem;width_bracketing;fixed_rule;stem: Breiten-Bracketing übersprungen (stem_width: current=2.000, Range=1.000..1.000)
AC0811_M_element_validation.log;validation;stem;length_bracketing;failed;"stem: Längen-Bracketing keine relevante Änderung (stem_len: 17.000); Kandidaten=11.000->65.639, 17.000->46.056, 23.000->70.955, 29.000->95.476, 35.000->119.717"
AC0811_M_element_validation.log;validation;circle;center_diagonal_update;failed;circle: Mittelpunkt/Diagonale-Update verworfen (Fehler 161.070->173.151)
AC0811_M_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0811_M_element_validation.log;validation;circle;radius_bracketing;failed;"circle: Radius-Bracketing keine relevante Änderung (r: 8.000, best_err=7628.000); Kandidaten=8.000->7628.000, 9.500->9018.000"
AC0811_M_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=10.000, cy=10.000, r=8.000, best_err=7628.000)
AC0811_M_element_validation.log;validation;stem;center_diagonal_update;failed;"stem: Mittelpunkt/Diagonale-Update verworfen (Fehler 46.056->52.789; Box-Check verworfen (w_ratio=0.286, h_ratio=1.000, area_ratio=0.286))"
AC0811_M_element_validation.log;validation;stem;geometry_sync;adjustable_step;stem: Geometrie nach Elementabgleich aktualisiert
AC0811_M_element_validation.log;validation;stem;width_bracketing;fixed_rule;stem: Breiten-Bracketing übersprungen (stem_width: current=2.000, Range=1.000..1.000)
AC0811_M_element_validation.log;validation;stem;length_bracketing;failed;"stem: Längen-Bracketing keine relevante Änderung (stem_len: 17.000); Kandidaten=11.000->65.639, 17.000->46.056, 23.000->70.955, 29.000->95.476, 35.000->119.717"
AC0811_M_element_validation.log;validation;circle;center_diagonal_update;failed;circle: Mittelpunkt/Diagonale-Update verworfen (Fehler 161.070->173.151)
AC0811_M_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0811_M_element_validation.log;validation;circle;radius_bracketing;failed;"circle: Radius-Bracketing keine relevante Änderung (r: 8.000, best_err=7628.000); Kandidaten=8.000->7628.000, 9.500->9018.000"
AC0811_M_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=10.000, cy=10.000, r=8.000, best_err=7628.000)
AC0811_M_element_validation.log;validation;stem;center_diagonal_update;failed;"stem: Mittelpunkt/Diagonale-Update verworfen (Fehler 46.056->52.789; Box-Check verworfen (w_ratio=0.286, h_ratio=1.000, area_ratio=0.286))"
AC0811_M_element_validation.log;validation;stem;geometry_sync;adjustable_step;stem: Geometrie nach Elementabgleich aktualisiert
AC0811_M_element_validation.log;validation;stem;width_bracketing;fixed_rule;stem: Breiten-Bracketing übersprungen (stem_width: current=2.000, Range=1.000..1.000)
AC0811_M_element_validation.log;validation;stem;length_bracketing;failed;"stem: Längen-Bracketing keine relevante Änderung (stem_len: 17.000); Kandidaten=11.000->65.639, 17.000->46.056, 23.000->70.955, 29.000->95.476, 35.000->119.717"
AC0811_M_element_validation.log;validation;circle;center_diagonal_update;failed;circle: Mittelpunkt/Diagonale-Update verworfen (Fehler 161.070->173.151)
AC0811_M_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0811_M_element_validation.log;validation;circle;radius_bracketing;failed;"circle: Radius-Bracketing keine relevante Änderung (r: 8.000, best_err=7628.000); Kandidaten=8.000->7628.000, 9.500->9018.000"
AC0811_M_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=10.000, cy=10.000, r=8.000, best_err=7628.000)
AC0811_M_element_validation.log;validation;stem;center_diagonal_update;failed;"stem: Mittelpunkt/Diagonale-Update verworfen (Fehler 46.056->52.789; Box-Check verworfen (w_ratio=0.286, h_ratio=1.000, area_ratio=0.286))"
AC0811_M_element_validation.log;validation;stem;geometry_sync;adjustable_step;stem: Geometrie nach Elementabgleich aktualisiert
AC0811_M_element_validation.log;validation;stem;width_bracketing;fixed_rule;stem: Breiten-Bracketing übersprungen (stem_width: current=2.000, Range=1.000..1.000)
AC0811_M_element_validation.log;validation;stem;length_bracketing;failed;"stem: Längen-Bracketing keine relevante Änderung (stem_len: 17.000); Kandidaten=11.000->65.639, 17.000->46.056, 23.000->70.955, 29.000->95.476, 35.000->119.717"
AC0811_M_element_validation.log;validation;circle;center_diagonal_update;failed;circle: Mittelpunkt/Diagonale-Update verworfen (Fehler 161.070->173.151)
AC0811_M_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0811_M_element_validation.log;validation;circle;radius_bracketing;failed;"circle: Radius-Bracketing keine relevante Änderung (r: 8.000, best_err=7628.000); Kandidaten=8.000->7628.000, 9.500->9018.000"
AC0811_M_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=10.000, cy=10.000, r=8.000, best_err=7628.000)
AC0811_M_element_validation.log;validation;stem;center_diagonal_update;failed;"stem: Mittelpunkt/Diagonale-Update verworfen (Fehler 46.056->52.789; Box-Check verworfen (w_ratio=0.286, h_ratio=1.000, area_ratio=0.286))"
AC0811_M_element_validation.log;validation;stem;geometry_sync;adjustable_step;stem: Geometrie nach Elementabgleich aktualisiert
AC0811_M_element_validation.log;validation;stem;width_bracketing;fixed_rule;stem: Breiten-Bracketing übersprungen (stem_width: current=2.000, Range=1.000..1.000)
AC0811_M_element_validation.log;validation;stem;length_bracketing;failed;"stem: Längen-Bracketing keine relevante Änderung (stem_len: 17.000); Kandidaten=11.000->65.639, 17.000->46.056, 23.000->70.955, 29.000->95.476, 35.000->119.717"
AC0811_M_element_validation.log;validation;circle;color_bracketing;fixed_rule;circle: Farb-Bracketing übersprungen (Farben gesperrt)
AC0811_M_element_validation.log;validation;stem;color_bracketing;fixed_rule;stem: Farb-Bracketing übersprungen (Farben gesperrt)
AC0811_S_element_validation.log;validation;circle;center_diagonal_update;adjustable_step;circle: Parameter nach Mittelpunkt/Diagonale angepasst
AC0811_S_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0811_S_element_validation.log;validation;circle;radius_bracketing;success;"circle: Radius-Bracketing r 6.932->7.000 (best_err=2239.000); Kandidaten=6.000->5249.000, 7.000->2239.000"
AC0811_S_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=7.500, cy=7.500, r=7.000, best_err=2239.000)
AC0811_S_element_validation.log;validation;stem;geometry_sync;adjustable_step;stem: Geometrie nach Elementabgleich aktualisiert
AC0811_S_element_validation.log;validation;stem;width_bracketing;fixed_rule;stem: Breiten-Bracketing übersprungen (stem_width: current=1.000, Range=1.000..1.000)
AC0811_S_element_validation.log;validation;stem;length_bracketing;success;"stem: Längen-Bracketing stem_len 10.500->12.000; Kandidaten=7.500->82.600, 10.500->56.389, 12.000->53.111, 16.000->69.600, 20.500->90.780, 25.000->110.191"
AC0811_S_element_validation.log;validation;circle;center_diagonal_update;adjustable_step;circle: Parameter nach Mittelpunkt/Diagonale angepasst
AC0811_S_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0811_S_element_validation.log;validation;circle;radius_bracketing;success;"circle: Radius-Bracketing r 7.071->7.000 (best_err=2239.000); Kandidaten=6.500->2283.000, 7.000->2239.000"
AC0811_S_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=7.500, cy=7.500, r=7.000, best_err=2239.000)
AC0811_S_element_validation.log;validation;stem;geometry_sync;adjustable_step;stem: Geometrie nach Elementabgleich aktualisiert
AC0811_S_element_validation.log;validation;stem;width_bracketing;fixed_rule;stem: Breiten-Bracketing übersprungen (stem_width: current=1.000, Range=1.000..1.000)
AC0811_S_element_validation.log;validation;stem;length_bracketing;success;"stem: Längen-Bracketing stem_len 10.500->12.000; Kandidaten=7.500->82.600, 10.500->56.389, 12.000->53.111, 16.000->69.600, 20.500->90.780, 25.000->110.191"
AC0811_S_element_validation.log;validation;circle;center_diagonal_update;adjustable_step;circle: Parameter nach Mittelpunkt/Diagonale angepasst
AC0811_S_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0811_S_element_validation.log;validation;circle;radius_bracketing;success;"circle: Radius-Bracketing r 7.071->7.000 (best_err=2239.000); Kandidaten=6.500->2283.000, 7.000->2239.000"
AC0811_S_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=7.500, cy=7.500, r=7.000, best_err=2239.000)
AC0811_S_element_validation.log;validation;stem;geometry_sync;adjustable_step;stem: Geometrie nach Elementabgleich aktualisiert
AC0811_S_element_validation.log;validation;stem;width_bracketing;fixed_rule;stem: Breiten-Bracketing übersprungen (stem_width: current=1.000, Range=1.000..1.000)
AC0811_S_element_validation.log;validation;stem;length_bracketing;success;"stem: Längen-Bracketing stem_len 10.500->12.000; Kandidaten=7.500->82.600, 10.500->56.389, 12.000->53.111, 16.000->69.600, 20.500->90.780, 25.000->110.191"
AC0811_S_element_validation.log;validation;circle;center_diagonal_update;adjustable_step;circle: Parameter nach Mittelpunkt/Diagonale angepasst
AC0811_S_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0811_S_element_validation.log;validation;circle;radius_bracketing;success;"circle: Radius-Bracketing r 7.071->7.000 (best_err=2239.000); Kandidaten=6.500->2283.000, 7.000->2239.000"
AC0811_S_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=7.500, cy=7.500, r=7.000, best_err=2239.000)
AC0811_S_element_validation.log;validation;stem;geometry_sync;adjustable_step;stem: Geometrie nach Elementabgleich aktualisiert
AC0811_S_element_validation.log;validation;stem;width_bracketing;fixed_rule;stem: Breiten-Bracketing übersprungen (stem_width: current=1.000, Range=1.000..1.000)
AC0811_S_element_validation.log;validation;stem;length_bracketing;success;"stem: Längen-Bracketing stem_len 10.500->12.000; Kandidaten=7.500->82.600, 10.500->56.389, 12.000->53.111, 16.000->69.600, 20.500->90.780, 25.000->110.191"
AC0811_S_element_validation.log;validation;circle;center_diagonal_update;adjustable_step;circle: Parameter nach Mittelpunkt/Diagonale angepasst
AC0811_S_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0811_S_element_validation.log;validation;circle;radius_bracketing;success;"circle: Radius-Bracketing r 7.071->7.000 (best_err=2239.000); Kandidaten=6.500->2283.000, 7.000->2239.000"
AC0811_S_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=7.500, cy=7.500, r=7.000, best_err=2239.000)
AC0811_S_element_validation.log;validation;stem;geometry_sync;adjustable_step;stem: Geometrie nach Elementabgleich aktualisiert
AC0811_S_element_validation.log;validation;stem;width_bracketing;fixed_rule;stem: Breiten-Bracketing übersprungen (stem_width: current=1.000, Range=1.000..1.000)
AC0811_S_element_validation.log;validation;stem;length_bracketing;success;"stem: Längen-Bracketing stem_len 10.500->12.000; Kandidaten=7.500->82.600, 10.500->56.389, 12.000->53.111, 16.000->69.600, 20.500->90.780, 25.000->110.191"
AC0811_S_element_validation.log;validation;circle;center_diagonal_update;adjustable_step;circle: Parameter nach Mittelpunkt/Diagonale angepasst
AC0811_S_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0811_S_element_validation.log;validation;circle;radius_bracketing;success;"circle: Radius-Bracketing r 7.071->7.000 (best_err=2239.000); Kandidaten=6.500->2283.000, 7.000->2239.000"
AC0811_S_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=7.500, cy=7.500, r=7.000, best_err=2239.000)
AC0811_S_element_validation.log;validation;stem;geometry_sync;adjustable_step;stem: Geometrie nach Elementabgleich aktualisiert
AC0811_S_element_validation.log;validation;stem;width_bracketing;fixed_rule;stem: Breiten-Bracketing übersprungen (stem_width: current=1.000, Range=1.000..1.000)
AC0811_S_element_validation.log;validation;stem;length_bracketing;success;"stem: Längen-Bracketing stem_len 10.500->12.000; Kandidaten=7.500->82.600, 10.500->56.389, 12.000->53.111, 16.000->69.600, 20.500->90.780, 25.000->110.191"
AC0811_S_element_validation.log;validation;circle;color_bracketing;fixed_rule;circle: Farb-Bracketing übersprungen (Farben gesperrt)
AC0811_S_element_validation.log;validation;stem;color_bracketing;fixed_rule;stem: Farb-Bracketing übersprungen (Farben gesperrt)
AC0812_L_element_validation.log;validation;circle;center_diagonal_update;adjustable_step;circle: Parameter nach Mittelpunkt/Diagonale angepasst
AC0812_L_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
AC0812_L_element_validation.log;validation;circle;radius_bracketing;success;"circle: Radius-Bracketing r 10.144->9.500 (best_err=9972.000); Kandidaten=9.500->9972.000, 10.000->10126.000, 12.000->12237.000"
AC0812_L_element_validation.log;validation;circle;joint_multistart;failed;circle: Joint-Multistart keine relevante Änderung (cx=32.500, cy=12.500, r=9.500, best_err=9501.000)
AC0812_L_element_validation.log;validation;arm;width_bracketing;fixed_rule;arm: Breiten-Bracketing übersprungen (arm_stroke: current=1.000, Range=1.000..1.000)
AC0812_L_element_validation.log;validation;arm;length_bracketing;failed;"arm: Längen-Bracketing keine relevante Änderung (arm_len: 23.000); Kandidaten=17.000->117.604, 23.000->103.219, 24.000->103.219, 31.000->103.219, 38.000->103.219, 45.000->103.219"
AC0812_L_element_validation.log;validation;circle;center_diagonal_update;adjustable_step;circle: Parameter nach Mittelpunkt/Diagonale angepasst
AC0812_L_element_validation.log;validation;circle;width_bracketing;fixed_rule;circle: Breiten-Bracketing übersprungen (stroke_circle: current=1.000, Range=1.000..1.000)
